0,39.004
1,38.0044
2,36.9558
3,35.8484
4,34.692
5,33.4768
6,32.2126
7,30.8896
8,29.5176
9,28.0966
10,26.6168
11,25.0782
12,23.4906
13,21.854
14,20.1586
15,18.4044
16,16.611
17,14.749
18,12.838
19,10.878
20,8.8592
21,6.7914
22,4.6648
23,2.4892
24,0.2548
