0,3732
1,3640
2,3544
3,3443
4,3338
5,3227
6,3112
7,2993
8,2868
9,2739
10,2605
11,2467
12,2323
13,2175
14,2022
15,1865
16,1703
17,1536
18,1364
19,1188
20,1007
21,821
22,630
23,435
24,235
25,30
