0,4284,,0
1,4174,,3.6
2,4059,,7.2
3,3937,,10.8
4,3810,,14.4
5,3676,,18
6,3537,,21.6
7,3392,,25.2
8,3241,,28.8
9,3084,,32.4
10,2921,,36
11,2752,,39.6
12,2578,,43.2
13,2397,,46.8
14,2211,,50.4
15,2018,,54
16,1820,,57.6
17,1616,,61.2
18,1405,,64.8
19,1189,,68.4
20,967,,72
21,739,,75.6
22,506,,79.2
23,266,,82.8
24,20,,86.4
