0,3931
1,3828
2,3719
3,3604
4,3484
5,3357
6,3226
7,3088
8,2945
9,2796
10,2641
11,2481
12,2315
13,2143
14,1966
15,1783
16,1594
17,1399
18,1199
19,993
20,781
21,564
22,341
23,112
